-5.918859478074669500e-01,2.310472964395133555e-01,-2.527043387408387520e-01
-3.160808347644727956e-01,7.658767691633031616e-01,-2.453953001261270472e+00
-1.373544324314027065e+00,2.928356533220194402e-01,1.176885828304746084e+00
-2.329826472940124127e-01,6.887305527925491333e-02,-8.160088460637071606e-01
-2.145105448763096057e-01,2.194366675677048573e-01,-1.231701611263936513e+00
-5.373752547717178807e-01,9.000927672857073070e-02,-1.980631197598869520e+00
-2.156511048671259090e-01,6.887305527925491333e-02,-1.136900945718062772e+00
-1.195660692896236998e+00,6.730998266618537507e-02,-2.893337726778941743e+00
-1.246936137891951901e-01,4.293655838759793397e-01,-8.319468613947034186e-01
-6.381330047690418894e-01,1.098309120767591018e-01,-3.281292576205601108e-01
-1.263074702245332581e+00,6.565034924883850209e-01,1.156248040513304431e+00
-5.752055693425957017e-01,1.206636224263548218e+00,8.298686736311040590e-01
-3.298214736376312572e-01,3.686851522044012341e-01,-1.929825977942751791e-01
-6.731951843048182837e-01,2.014107506125739633e-01,-3.110405336168717838e-01
-7.517806268901772171e-02,6.949117818673640201e-01,-2.169850120068678834e+00
-2.841438682717729591e-01,7.438867539167404175e-02,-2.202982155391540076e+00
-6.495132863914641064e-01,9.674330064880640734e-01,1.101795144552394135e+00
-1.272354460883384775e-01,2.839128322516035752e-01,-1.034737595625776052e+00
-1.342298284437815070e+00,2.698943154797444066e-01,-3.416126687064174661e+00
-1.049531322922286236e+00,5.260569129717422854e-01,4.991547046660542719e-01
-4.825648320051119100e-01,7.438867539167404175e-02,-9.348354314738216431e-02
-1.210247882642494943e+00,7.625822746887411796e-01,8.979027826645307186e-01
-2.914074280924019433e-01,5.375422722984151136e-01,-2.104961322413966940e+00
-1.412854960010356820e-01,1.154344769242943158e-01,-2.121495460060234706e+00
-1.715360969914563327e-01,1.019189075245030551e-01,-7.953986416950939997e-01
-1.187140140553477607e-01,3.060021029317567809e-01,6.674808947195387532e-02
-5.778956865979267832e-02,4.503299665420232856e-01,2.103403238604748537e-01
-2.219441772125563261e-02,5.052143326697944303e-02,-1.390120547876165347e+00
-1.002396944684154079e-01,1.597464328453845894e-01,-2.172411424911022237e+00
-1.592961968192607713e-01,3.443652763962745667e-02,-9.796358700931904195e-01
